country,year,quarter,hpi,inflation,interest_rate,date,hpi_qoq_change,inflation_qoq_change,interest_rate_qoq_change,hpi_yoy_change,inflation_yoy_change,interest_rate_yoy_change
CY,2008,Q1,129.59,4.3999999999999995,3.0,2008-01-01,3.58,37.5,0.0,11.32,230.0,17.65
CY,2008,Q2,130.42,4.7,3.0,2008-04-01,0.64,6.82,0.0,8.95,171.15,7.14
CY,2008,Q3,128.69,5.133333333333333,3.23,2008-07-01,-1.33,9.22,7.67,3.74,123.19,7.67
CY,2008,Q4,123.96,3.233333333333333,2.79,2008-10-01,-3.68,-37.01,-13.62,-0.92,1.04,-7.0
CY,2009,Q1,122.4,0.7999999999999999,1.11,2009-01-01,-1.26,-75.26,-60.22,-5.55,-81.82,-63.0
CY,2009,Q2,121.17,0.3999999999999999,0.27,2009-04-01,-1.0,-50.0,-75.68,-7.09,-91.49,-91.0
CY,2009,Q3,119.19,-0.9666666666666668,0.25,2009-07-01,-1.63,-341.67,-7.41,-7.38,-118.83,-92.26
CY,2009,Q4,116.27,0.5,0.25,2009-10-01,-2.45,-151.72,0.0,-6.2,-84.54,-91.04
CY,2010,Q1,114.37,2.5,0.25,2010-01-01,-1.63,400.0,0.0,-6.56,212.5,-77.48
CY,2010,Q2,112.79,2.1333333333333333,0.25,2010-04-01,-1.38,-14.67,0.0,-6.92,433.33,-7.41
CY,2010,Q3,112.39,3.233333333333333,0.25,2010-07-01,-0.35,51.56,0.0,-5.71,-434.48,0.0
CY,2010,Q4,112.05,2.2666666666666666,0.25,2010-10-01,-0.3,-29.9,0.0,-3.63,353.33,0.0
CY,2011,Q1,111.56,3.1,0.25,2011-01-01,-0.44,36.76,0.0,-2.46,24.0,0.0
CY,2011,Q2,113.99,4.033333333333333,0.47,2011-04-01,2.18,30.11,88.0,1.06,89.06,88.0
CY,2011,Q3,111.22,2.9333333333333336,0.72,2011-07-01,-2.43,-27.27,53.19,-1.04,-9.28,188.0
CY,2011,Q4,107.6,3.8333333333333335,0.56,2011-10-01,-3.25,30.68,-22.22,-3.97,69.12,124.0
CY,2012,Q1,106.4,3.233333333333333,0.25,2012-01-01,-1.12,-15.65,-55.36,-4.63,4.3,0.0
CY,2012,Q2,106.02,3.3666666666666667,0.25,2012-04-01,-0.36,4.12,0.0,-6.99,-16.53,-46.81
CY,2012,Q3,110.14,3.966666666666667,0.03,2012-07-01,3.89,17.82,-88.0,-0.97,35.23,-95.83
CY,2012,Q4,108.22,1.8,0.0,2012-10-01,-1.74,-54.62,-100.0,0.58,-53.04,-100.0
CY,2013,Q1,104.54,1.7,0.0,2013-01-01,-3.4,-5.56,,-1.75,-47.42,-100.0
CY,2013,Q2,104.77,0.3333333333333333,0.0,2013-04-01,0.22,-80.39,,-1.18,-90.1,-100.0
CY,2013,Q3,103.05,0.3666666666666667,0.0,2013-07-01,-1.64,10.0,,-6.44,-90.76,-100.0
CY,2013,Q4,100.78,-0.8666666666666667,0.0,2013-10-01,-2.2,-336.36,,-6.87,-148.15,
CY,2014,Q1,98.08,-1.2666666666666668,0.0,2014-01-01,-2.68,46.15,,-6.18,-174.51,
CY,2014,Q2,103.55,-0.1666666666666666,-0.02,2014-04-01,5.58,-86.84,-inf,-1.16,-150.0,-inf
CY,2014,Q3,102.7,0.5666666666666668,-0.12,2014-07-01,-0.82,-440.0,500.0,-0.34,54.55,-inf
CY,2014,Q4,101.56,-0.2333333333333333,-0.2,2014-10-01,-1.11,-141.18,66.67,0.77,-73.08,-inf
CY,2015,Q1,97.52,-0.9666666666666668,-0.2,2015-01-01,-3.98,314.29,0.0,-0.57,-23.68,-inf
CY,2015,Q2,100.59,-1.8333333333333333,-0.2,2015-04-01,3.15,89.66,0.0,-2.86,1000.0,900.0
CY,2015,Q3,102.49,-2.0666666666666664,-0.2,2015-07-01,1.89,12.73,0.0,-0.2,-464.71,66.67
CY,2015,Q4,99.4,-1.3,-0.23,2015-10-01,-3.01,-37.1,15.0,-2.13,457.14,15.0
CY,2016,Q1,96.27,-1.8333333333333333,-0.32,2016-01-01,-3.15,41.03,39.13,-1.28,89.66,60.0
CY,2016,Q2,96.59,-2.0,-0.4,2016-04-01,0.33,9.09,25.0,-3.98,9.09,100.0
CY,2016,Q3,101.84,-0.4666666666666666,-0.4,2016-07-01,5.44,-76.67,0.0,-0.63,-77.42,100.0
CY,2016,Q4,104.59,-0.5666666666666667,-0.4,2016-10-01,2.7,21.43,0.0,5.22,-56.41,73.91
CY,2017,Q1,100.02,1.2,-0.4,2017-01-01,-4.37,-311.76,0.0,3.9,-165.45,25.0
CY,2017,Q2,106.32,1.3,-0.4,2017-04-01,6.3,8.33,0.0,10.07,-165.0,0.0
CY,2017,Q3,106.5,0.1666666666666666,-0.4,2017-07-01,0.17,-87.18,0.0,4.58,-135.71,0.0
CY,2017,Q4,105.08,0.0666666666666666,-0.4,2017-10-01,-1.33,-60.0,0.0,0.47,-111.76,0.0
CY,2018,Q1,102.43,-0.7666666666666666,-0.4,2018-01-01,-2.52,-1250.0,0.0,2.41,-163.89,0.0
CY,2018,Q2,100.34,0.7999999999999999,-0.4,2018-04-01,-2.04,-204.35,0.0,-5.62,-38.46,0.0
CY,2018,Q3,105.05,1.6,-0.4,2018-07-01,4.69,100.0,0.0,-1.36,860.0,0.0
CY,2018,Q4,104.51,1.5,-0.4,2018-10-01,-0.51,-6.25,0.0,-0.54,2150.0,0.0
CY,2019,Q1,110.15,1.3333333333333333,-0.4,2019-01-01,5.4,-11.11,0.0,7.54,-273.91,0.0
CY,2019,Q2,115.86,0.5666666666666667,-0.4,2019-04-01,5.18,-57.5,0.0,15.47,-29.17,0.0
CY,2019,Q3,110.85,0.0666666666666666,-0.41,2019-07-01,-4.32,-88.24,2.5,5.52,-95.83,2.5
CY,2019,Q4,109.95,0.2333333333333333,-0.5,2019-10-01,-0.81,250.0,21.95,5.21,-84.44,25.0
CY,2020,Q1,115.55,0.6,-0.5,2020-01-01,5.09,157.14,0.0,4.9,-55.0,25.0
CY,2020,Q2,118.83,-1.6,-0.5,2020-04-01,2.84,-366.67,0.0,2.56,-382.35,25.0
CY,2020,Q3,115.51,-2.2666666666666666,-0.5,2020-07-01,-2.79,41.67,0.0,4.2,-3500.0,21.95
CY,2020,Q4,120.06,-1.1,-0.5,2020-10-01,3.94,-51.47,0.0,9.2,-571.43,0.0
CY,2021,Q1,110.02,-0.4666666666666667,-0.5,2021-01-01,-8.36,-57.58,0.0,-4.79,-177.78,0.0
CY,2021,Q2,116.01,1.6333333333333335,-0.5,2021-04-01,5.44,-450.0,0.0,-2.37,-202.08,0.0
CY,2021,Q3,120.59,3.1999999999999997,-0.5,2021-07-01,3.95,95.92,0.0,4.4,-241.18,0.0
CY,2021,Q4,116.19,4.633333333333334,-0.5,2021-10-01,-3.65,44.79,0.0,-3.22,-521.21,0.0
CY,2022,Q1,117.59,5.666666666666667,-0.5,2022-01-01,1.2,22.3,0.0,6.88,-1314.29,0.0
CY,2022,Q2,120.21,8.799999999999999,-0.5,2022-04-01,2.23,55.29,0.0,3.62,438.78,0.0
CY,2022,Q3,130.94,9.733333333333333,0.0,2022-07-01,8.93,10.61,-100.0,8.58,204.17,-100.0
CY,2022,Q4,124.14,8.1,1.3,2022-10-01,-5.19,-16.78,inf,6.84,74.82,-360.0
CY,2023,Q1,131.69,6.533333333333334,2.34,2023-01-01,6.08,-19.34,80.0,11.99,15.29,-568.0
CY,2023,Q2,132.2,3.4333333333333336,3.17,2023-04-01,0.39,-47.45,35.47,9.97,-60.98,-734.0
CY,2023,Q3,136.52,3.266666666666667,3.69,2023-07-01,3.27,-4.85,16.4,4.26,-66.44,inf
CY,2023,Q4,137.98,2.6333333333333333,4.0,2023-10-01,1.07,-19.39,8.4,11.15,-67.49,207.69
CY,2024,Q1,143.52,1.9333333333333336,4.0,2024-01-01,4.02,-26.58,0.0,8.98,-70.41,70.94
CY,2024,Q2,143.34,2.6999999999999997,3.95,2024-04-01,-0.13,39.66,-1.25,8.43,-21.36,24.61
CY,2024,Q3,146.76,2.066666666666667,3.71,2024-07-01,2.39,-23.46,-6.08,7.5,-36.73,0.54
CY,2024,Q4,144.2,2.3000000000000003,3.27,2024-10-01,-1.74,11.29,-11.86,4.51,-12.66,-18.25
CY,2025,Q1,150.04,2.433333333333333,2.79,2025-01-01,4.05,5.8,-14.68,4.54,25.86,-30.25
CY,2025,Q2,147.24,0.7666666666666666,2.26,2025-04-01,-1.87,-68.49,-19.0,2.72,-71.6,-42.78
CY,2025,Q3,146.86,0.0333333333333333,2.0,2025-07-01,-0.26,-95.65,-11.5,0.07,-98.39,-46.09
CZ,2008,Q1,97.2,7.566666666666666,3.0,2008-01-01,,,,,,
CZ,2008,Q2,101.2,6.766666666666667,3.0,2008-04-01,4.12,-10.57,0.0,,,
CZ,2008,Q3,102.7,6.466666666666666,3.23,2008-07-01,1.48,-4.43,7.67,,,
CZ,2008,Q4,102.1,4.3999999999999995,2.79,2008-10-01,-0.58,-31.96,-13.62,,,
CZ,2009,Q1,99.9,1.5,1.11,2009-01-01,-2.15,-65.91,-60.22,2.78,-80.18,-63.0
CZ,2009,Q2,96.7,1.0,0.27,2009-04-01,-3.2,-33.33,-75.68,-4.45,-85.22,-91.0
CZ,2009,Q3,95.9,-0.1333333333333333,0.25,2009-07-01,-0.83,-113.33,-7.41,-6.62,-102.06,-92.26
CZ,2009,Q4,95.2,0.0666666666666666,0.25,2009-10-01,-0.73,-150.0,0.0,-6.76,-98.48,-91.04
CZ,2010,Q1,95.2,0.2666666666666666,0.25,2010-01-01,0.0,300.0,0.0,-4.7,-82.22,-77.48
CZ,2010,Q2,95.4,0.9333333333333332,0.25,2010-04-01,0.21,250.0,0.0,-1.34,-6.67,-7.41
CZ,2010,Q3,95.1,1.6666666666666667,0.25,2010-07-01,-0.31,78.57,0.0,-0.83,-1350.0,0.0
CZ,2010,Q4,95.2,1.9666666666666663,0.25,2010-10-01,0.11,18.0,0.0,0.0,2850.0,0.0
CZ,2011,Q1,95.4,1.9333333333333331,0.25,2011-01-01,0.21,-1.69,0.0,0.21,625.0,0.0
CZ,2011,Q2,95.9,1.8333333333333333,0.47,2011-04-01,0.52,-5.17,88.0,0.52,96.43,88.0
CZ,2011,Q3,95.3,2.033333333333333,0.72,2011-07-01,-0.63,10.91,53.19,0.21,22.0,188.0
CZ,2011,Q4,94.4,2.8000000000000003,0.56,2011-10-01,-0.94,37.7,-22.22,-0.84,42.37,124.0
CZ,2012,Q1,93.9,3.933333333333333,0.25,2012-01-01,-0.53,40.48,-55.36,-1.57,103.45,0.0
CZ,2012,Q2,94.0,3.766666666666667,0.25,2012-04-01,0.11,-4.24,0.0,-1.98,105.45,-46.81
CZ,2012,Q3,93.8,3.466666666666667,0.03,2012-07-01,-0.21,-7.96,-88.0,-1.57,70.49,-95.83
CZ,2012,Q4,93.7,2.9333333333333336,0.0,2012-10-01,-0.11,-15.38,-100.0,-0.74,4.76,-100.0
CZ,2013,Q1,93.6,1.7333333333333334,0.0,2013-01-01,-0.11,-40.91,,-0.32,-55.93,-100.0
CZ,2013,Q2,94.1,1.4666666666666668,0.0,2013-04-01,0.53,-15.38,,0.11,-61.06,-100.0
CZ,2013,Q3,94.0,1.2,0.0,2013-07-01,-0.11,-18.18,,0.21,-65.38,-100.0
CZ,2013,Q4,93.8,1.1,0.0,2013-10-01,-0.21,-8.33,,0.11,-62.5,
CZ,2014,Q1,95.0,0.3,0.0,2014-01-01,1.28,-72.73,,1.5,-82.69,
CZ,2014,Q2,95.8,0.1999999999999999,-0.02,2014-04-01,0.84,-33.33,-inf,1.81,-86.36,-inf
CZ,2014,Q3,96.6,0.6666666666666666,-0.12,2014-07-01,0.84,233.33,500.0,2.77,-44.44,-inf
CZ,2014,Q4,97.3,0.4666666666666666,-0.2,2014-10-01,0.72,-30.0,66.67,3.73,-57.58,-inf
CZ,2015,Q1,98.3,0.0,-0.2,2015-01-01,1.03,-100.0,0.0,3.47,-100.0,-inf
CZ,2015,Q2,99.4,0.7000000000000001,-0.2,2015-04-01,1.12,inf,0.0,3.76,250.0,900.0
CZ,2015,Q3,100.6,0.3333333333333333,-0.2,2015-07-01,1.21,-52.38,0.0,4.14,-50.0,66.67
CZ,2015,Q4,101.7,0.0,-0.23,2015-10-01,1.09,-100.0,15.0,4.52,-100.0,15.0
CZ,2016,Q1,103.0,0.4333333333333333,-0.32,2016-01-01,1.28,inf,39.13,4.78,inf,60.0
CZ,2016,Q2,105.1,0.1333333333333333,-0.4,2016-04-01,2.04,-69.23,25.0,5.73,-80.95,100.0
CZ,2016,Q3,107.7,0.5333333333333333,-0.4,2016-07-01,2.47,300.0,0.0,7.06,60.0,100.0
CZ,2016,Q4,112.8,1.5,-0.4,2016-10-01,4.74,181.25,0.0,10.91,inf,73.91
CZ,2017,Q1,116.2,2.5,-0.4,2017-01-01,3.01,66.67,0.0,12.82,476.92,25.0
CZ,2017,Q2,119.1,2.3333333333333335,-0.4,2017-04-01,2.5,-6.67,0.0,13.32,1650.0,0.0
CZ,2017,Q3,121.2,2.433333333333333,-0.4,2017-07-01,1.76,4.29,0.0,12.53,356.25,0.0
CZ,2017,Q4,122.3,2.5,-0.4,2017-10-01,0.91,2.74,0.0,8.42,66.67,0.0
CZ,2018,Q1,125.0,1.7666666666666668,-0.4,2018-01-01,2.21,-29.33,0.0,7.57,-29.33,0.0
CZ,2018,Q2,128.7,2.066666666666667,-0.4,2018-04-01,2.96,16.98,0.0,8.06,-11.43,0.0
CZ,2018,Q3,131.9,2.2333333333333334,-0.4,2018-07-01,2.49,8.06,0.0,8.83,-8.22,0.0
CZ,2018,Q4,134.4,1.7333333333333334,-0.4,2018-10-01,1.9,-22.39,0.0,9.89,-30.67,0.0
CZ,2019,Q1,137.2,2.3333333333333335,-0.4,2019-01-01,2.08,34.62,0.0,9.76,32.08,0.0
CZ,2019,Q2,140.6,2.466666666666667,-0.4,2019-04-01,2.48,5.71,0.0,9.25,19.35,0.0
CZ,2019,Q3,143.4,2.6,-0.41,2019-07-01,1.99,5.41,2.5,8.72,16.42,2.5
CZ,2019,Q4,146.4,2.9333333333333336,-0.5,2019-10-01,2.09,12.82,21.95,8.93,69.23,25.0
CZ,2020,Q1,149.0,3.7,-0.5,2020-01-01,1.78,26.14,0.0,8.6,58.57,25.0
CZ,2020,Q2,151.5,3.266666666666667,-0.5,2020-04-01,1.68,-11.71,0.0,7.75,32.43,25.0
CZ,2020,Q3,155.4,3.466666666666667,-0.5,2020-07-01,2.57,6.12,0.0,8.37,33.33,21.95
CZ,2020,Q4,159.5,2.6999999999999997,-0.5,2020-10-01,2.64,-22.12,0.0,8.95,-7.95,0.0
CZ,2021,Q1,168.9,2.1999999999999997,-0.5,2021-01-01,5.89,-18.52,0.0,13.36,-40.54,0.0
CZ,2021,Q2,177.6,2.766666666666667,-0.5,2021-04-01,5.15,25.76,0.0,17.23,-15.31,0.0
CZ,2021,Q3,189.8,3.266666666666667,-0.5,2021-07-01,6.87,18.07,0.0,22.14,-5.77,0.0
CZ,2021,Q4,200.6,5.0,-0.5,2021-10-01,5.69,53.06,0.0,25.77,85.19,0.0
CZ,2022,Q1,210.0,10.233333333333334,-0.5,2022-01-01,4.69,104.67,0.0,24.33,365.15,0.0
CZ,2022,Q2,217.2,15.0,-0.5,2022-04-01,3.43,46.58,0.0,22.3,442.17,0.0
CZ,2022,Q3,219.4,17.400000000000002,0.0,2022-07-01,1.01,16.0,-100.0,15.6,432.65,-100.0
CZ,2022,Q4,214.5,16.5,1.3,2022-10-01,-2.23,-5.17,inf,6.93,230.0,-360.0
CZ,2023,Q1,211.8,18.0,2.34,2023-01-01,-1.26,9.09,80.0,0.86,75.9,-568.0
CZ,2023,Q2,211.0,12.666666666666666,3.17,2023-04-01,-0.38,-29.63,35.47,-2.85,-15.56,-734.0
CZ,2023,Q3,211.7,9.533333333333331,3.69,2023-07-01,0.33,-24.74,16.4,-3.51,-45.21,inf
CZ,2023,Q4,212.3,8.366666666666667,4.0,2023-10-01,0.28,-12.24,8.4,-1.03,-49.29,207.69
CZ,2024,Q1,214.3,2.3666666666666667,4.0,2024-01-01,0.94,-71.71,0.0,1.18,-86.85,70.94
CZ,2024,Q2,219.9,2.6999999999999997,3.95,2024-04-01,2.61,14.08,-1.25,4.22,-78.68,24.61
CZ,2024,Q3,224.7,2.5666666666666664,3.71,2024-07-01,2.18,-4.94,-6.08,6.14,-73.08,0.54
CZ,2024,Q4,230.2,3.1333333333333333,3.27,2024-10-01,2.45,22.08,-11.86,8.43,-62.55,-18.25
CZ,2025,Q1,235.6,2.8000000000000003,2.79,2025-01-01,2.35,-10.64,-14.68,9.94,18.31,-30.25
CZ,2025,Q2,243.0,2.2666666666666666,2.26,2025-04-01,3.14,-19.05,-19.0,10.5,-16.05,-42.78
CZ,2025,Q3,249.0,2.3000000000000003,2.0,2025-07-01,2.47,1.47,-11.5,10.81,-10.39,-46.09
DE,2005,Q1,84.2,1.7666666666666666,1.0,2005-01-01,,,,,,
DE,2005,Q2,82.7,1.5333333333333332,1.0,2005-04-01,-1.78,-13.21,0.0,,,
DE,2005,Q3,84.4,2.1333333333333333,1.0,2005-07-01,2.06,39.13,0.0,,,
DE,2005,Q4,82.0,2.2666666666666666,1.07,2005-10-01,-2.84,6.25,7.0,,,
DE,2006,Q1,83.2,2.033333333333333,1.32,2006-01-01,1.46,-10.29,23.36,-1.19,15.09,32.0
DE,2006,Q2,83.5,2.1333333333333333,1.54,2006-04-01,0.36,4.92,16.67,0.97,39.13,54.0
DE,2006,Q3,82.3,1.5666666666666669,1.89,2006-07-01,-1.44,-26.56,22.73,-2.49,-26.56,89.0
DE,2006,Q4,83.0,1.3,2.27,2006-10-01,0.85,-17.02,20.11,1.22,-42.65,112.15
DE,2007,Q1,80.0,1.8666666666666665,2.55,2007-01-01,-3.61,43.59,12.33,-3.85,-8.2,93.18
DE,2007,Q2,81.7,2.033333333333333,2.8,2007-04-01,2.12,8.93,9.8,-2.16,-4.69,81.82
DE,2007,Q3,81.6,2.1999999999999997,3.0,2007-07-01,-0.12,8.2,7.14,-0.85,40.43,58.73
DE,2007,Q4,81.6,3.0,3.0,2007-10-01,0.0,36.36,0.0,-1.69,130.77,32.16
DE,2008,Q1,82.8,3.1,3.0,2008-01-01,1.47,3.33,0.0,3.5,66.07,17.65
DE,2008,Q2,83.1,3.0666666666666664,3.0,2008-04-01,0.36,-1.08,0.0,1.71,50.82,7.14
DE,2008,Q3,81.6,3.233333333333333,3.23,2008-07-01,-1.81,5.43,7.67,0.0,46.97,7.67
DE,2008,Q4,81.8,1.7,2.79,2008-10-01,0.25,-47.42,-13.62,0.25,-43.33,-7.0
DE,2009,Q1,81.8,0.7999999999999999,1.11,2009-01-01,0.0,-52.94,-60.22,-1.21,-74.19,-63.0
DE,2009,Q2,83.1,0.1999999999999999,0.27,2009-04-01,1.59,-75.0,-75.68,0.0,-93.48,-91.0
DE,2009,Q3,82.9,-0.3666666666666667,0.25,2009-07-01,-0.24,-283.33,-7.41,1.59,-111.34,-92.26
DE,2009,Q4,84.2,0.3666666666666667,0.25,2009-10-01,1.57,-200.0,0.0,2.93,-78.43,-91.04
DE,2010,Q1,83.0,0.7666666666666666,0.25,2010-01-01,-1.43,109.09,0.0,1.47,-4.17,-77.48
DE,2010,Q2,84.3,1.0333333333333334,0.25,2010-04-01,1.57,34.78,0.0,1.44,416.67,-7.41
DE,2010,Q3,84.3,1.1333333333333333,0.25,2010-07-01,0.0,9.68,0.0,1.69,-409.09,0.0
DE,2010,Q4,83.8,1.5333333333333332,0.25,2010-10-01,-0.59,35.29,0.0,-0.48,318.18,0.0
DE,2011,Q1,86.1,2.233333333333333,0.25,2011-01-01,2.74,45.65,0.0,3.73,191.3,0.0
DE,2011,Q2,87.1,2.533333333333333,0.47,2011-04-01,1.16,13.43,88.0,3.32,145.16,88.0
DE,2011,Q3,86.7,2.6333333333333333,0.72,2011-07-01,-0.46,3.95,53.19,2.85,132.35,188.0
DE,2011,Q4,87.3,2.566666666666667,0.56,2011-10-01,0.69,-2.53,-22.22,4.18,67.39,124.0
DE,2012,Q1,88.0,2.433333333333333,0.25,2012-01-01,0.8,-5.19,-55.36,2.21,8.96,0.0
DE,2012,Q2,89.1,2.066666666666667,0.25,2012-04-01,1.25,-15.07,0.0,2.3,-18.42,-46.81
DE,2012,Q3,90.4,2.1333333333333333,0.03,2012-07-01,1.46,3.23,-88.0,4.27,-18.99,-95.83
DE,2012,Q4,91.6,2.033333333333333,0.0,2012-10-01,1.33,-4.69,-100.0,4.93,-20.78,-100.0
DE,2013,Q1,91.3,1.8666666666666665,0.0,2013-01-01,-0.33,-8.2,,3.75,-23.29,-100.0
DE,2013,Q2,93.1,1.5333333333333332,0.0,2013-04-01,1.97,-17.86,,4.49,-25.81,-100.0
DE,2013,Q3,92.9,1.6666666666666667,0.0,2013-07-01,-0.21,8.7,,2.77,-21.88,-100.0
DE,2013,Q4,93.0,1.3333333333333333,0.0,2013-10-01,0.11,-20.0,,1.53,-34.43,
DE,2014,Q1,93.8,0.9333333333333332,0.0,2014-01-01,0.86,-30.0,,2.74,-50.0,
DE,2014,Q2,95.7,0.9,-0.02,2014-04-01,2.03,-3.57,-inf,2.79,-41.3,-inf
DE,2014,Q3,96.2,0.7666666666666666,-0.12,2014-07-01,0.52,-14.81,500.0,3.55,-54.0,-inf
DE,2014,Q4,96.2,0.4333333333333333,-0.2,2014-10-01,0.0,-43.48,66.67,3.44,-67.5,-inf
DE,2015,Q1,97.8,-0.1333333333333333,-0.2,2015-01-01,1.66,-130.77,0.0,4.26,-114.29,-inf
DE,2015,Q2,99.9,1.2333333333333334,-0.2,2015-04-01,2.15,-1025.0,0.0,4.39,37.04,900.0
DE,2015,Q3,100.4,1.0666666666666669,-0.2,2015-07-01,0.5,-13.51,0.0,4.37,39.13,66.67
DE,2015,Q4,101.8,0.5333333333333333,-0.23,2015-10-01,1.39,-50.0,15.0,5.82,23.08,15.0
DE,2016,Q1,103.9,0.1333333333333333,-0.32,2016-01-01,2.06,-75.0,39.13,6.24,-200.0,60.0
DE,2016,Q2,106.9,-0.0999999999999999,-0.4,2016-04-01,2.89,-175.0,25.0,7.01,-108.11,100.0
DE,2016,Q3,108.8,0.3999999999999999,-0.4,2016-07-01,1.78,-500.0,0.0,8.37,-62.5,100.0
DE,2016,Q4,110.4,1.0333333333333334,-0.4,2016-10-01,1.47,158.33,0.0,8.45,93.75,73.91
DE,2017,Q1,110.9,1.7666666666666668,-0.4,2017-01-01,0.45,70.97,0.0,6.74,1225.0,25.0
DE,2017,Q2,113.1,1.6666666666666667,-0.4,2017-04-01,1.98,-5.66,0.0,5.8,-1766.67,0.0
DE,2017,Q3,115.0,1.8333333333333333,-0.4,2017-07-01,1.68,10.0,0.0,5.7,358.33,0.0
DE,2017,Q4,117.3,1.5666666666666669,-0.4,2017-10-01,2.0,-14.55,0.0,6.25,51.61,0.0
DE,2018,Q1,118.3,1.4666666666666668,-0.4,2018-01-01,0.85,-6.38,0.0,6.67,-16.98,0.0
DE,2018,Q2,120.6,1.9666666666666668,-0.4,2018-04-01,1.94,34.09,0.0,6.63,18.0,0.0
DE,2018,Q3,123.1,2.1666666666666665,-0.4,2018-07-01,2.07,10.17,0.0,7.04,18.18,0.0
DE,2018,Q4,124.6,2.1666666666666665,-0.4,2018-10-01,1.22,0.0,0.0,6.22,38.3,0.0
DE,2019,Q1,124.6,1.6,-0.4,2019-01-01,0.0,-26.15,0.0,5.33,9.09,0.0
DE,2019,Q2,127.8,1.6333333333333335,-0.4,2019-04-01,2.57,2.08,0.0,5.97,-16.95,0.0
DE,2019,Q3,129.6,1.0,-0.41,2019-07-01,1.41,-38.78,2.5,5.28,-53.85,2.5
DE,2019,Q4,132.7,1.2,-0.5,2019-10-01,2.39,20.0,21.95,6.5,-44.62,25.0
DE,2020,Q1,133.8,1.5333333333333332,-0.5,2020-01-01,0.83,27.78,0.0,7.38,-4.17,25.0
DE,2020,Q2,136.2,0.7000000000000001,-0.5,2020-04-01,1.79,-54.35,0.0,6.57,-57.14,25.0
DE,2020,Q3,140.3,-0.1666666666666666,-0.5,2020-07-01,3.01,-123.81,0.0,8.26,-116.67,21.95
DE,2020,Q4,144.3,-0.6333333333333333,-0.5,2020-10-01,2.85,280.0,0.0,8.74,-152.78,0.0
DE,2021,Q1,146.3,1.7333333333333334,-0.5,2021-01-01,1.39,-373.68,0.0,9.34,13.04,0.0
DE,2021,Q2,151.8,2.1999999999999997,-0.5,2021-04-01,3.76,26.92,0.0,11.45,214.29,0.0
DE,2021,Q3,158.2,3.533333333333333,-0.5,2021-07-01,4.22,60.61,0.0,12.76,-2220.0,0.0
DE,2021,Q4,162.5,5.433333333333334,-0.5,2021-10-01,2.72,53.77,0.0,12.61,-957.89,0.0
DE,2022,Q1,164.1,6.066666666666666,-0.5,2022-01-01,0.98,11.66,0.0,12.17,250.0,0.0
DE,2022,Q2,167.4,8.233333333333333,-0.5,2022-04-01,2.01,35.71,0.0,10.28,274.24,0.0
DE,2022,Q3,166.3,9.4,0.0,2022-07-01,-0.66,14.17,-100.0,5.12,166.04,-100.0
DE,2022,Q4,158.5,10.833333333333334,1.3,2022-10-01,-4.69,15.25,inf,-2.46,99.39,-360.0
DE,2023,Q1,153.7,8.766666666666667,2.34,2023-01-01,-3.03,-19.08,80.0,-6.34,44.51,-568.0
DE,2023,Q2,151.6,6.8999999999999995,3.17,2023-04-01,-1.37,-21.29,35.47,-9.44,-16.19,-734.0
DE,2023,Q3,149.3,5.733333333333333,3.69,2023-07-01,-1.52,-16.91,16.4,-10.22,-39.01,inf
DE,2023,Q4,146.4,3.033333333333333,4.0,2023-10-01,-1.94,-47.09,8.4,-7.63,-72.0,207.69
DE,2024,Q1,145.8,2.6999999999999997,4.0,2024-01-01,-0.41,-10.99,0.0,-5.14,-69.2,70.94
DE,2024,Q2,147.8,2.5666666666666664,3.95,2024-04-01,1.37,-4.94,-1.25,-2.51,-62.8,24.61
DE,2024,Q3,149.0,2.1333333333333333,3.71,2024-07-01,0.81,-16.88,-6.08,-0.2,-62.79,0.54
DE,2024,Q4,149.2,2.533333333333333,3.27,2024-10-01,0.13,18.75,-11.86,1.91,-16.48,-18.25
DE,2025,Q1,150.9,2.5666666666666664,2.79,2025-01-01,1.14,1.32,-14.68,3.5,-4.94,-30.25
DE,2025,Q2,152.4,2.1,2.26,2025-04-01,0.99,-18.18,-19.0,3.11,-18.18,-42.78
DE,2025,Q3,153.9,2.1,2.0,2025-07-01,0.98,0.0,-11.5,3.29,-1.56,-46.09
DK,2005,Q1,75.49,1.0666666666666669,1.0,2005-01-01,,,,,,
DK,2005,Q2,79.45,1.5666666666666669,1.0,2005-04-01,5.25,46.88,0.0,,,
DK,2005,Q3,85.55,2.233333333333333,1.0,2005-07-01,7.68,42.55,0.0,,,
DK,2005,Q4,91.18,2.033333333333333,1.07,2005-10-01,6.58,-8.96,7.0,,,
DK,2006,Q1,97.67,1.9666666666666668,1.32,2006-01-01,7.12,-3.28,23.36,29.38,84.37,32.0
DK,2006,Q2,103.63,2.0,1.54,2006-04-01,6.1,1.69,16.67,30.43,27.66,54.0
DK,2006,Q3,105.66,1.8,1.89,2006-07-01,1.96,-10.0,22.73,23.51,-19.4,89.0
DK,2006,Q4,104.58,1.6,2.27,2006-10-01,-1.02,-11.11,20.11,14.7,-21.31,112.15
DK,2007,Q1,105.01,1.9,2.55,2007-01-01,0.41,18.75,12.33,7.52,-3.39,93.18
DK,2007,Q2,106.4,1.5333333333333332,2.8,2007-04-01,1.32,-19.3,9.8,2.67,-23.33,81.82
DK,2007,Q3,106.57,0.9666666666666668,3.0,2007-07-01,0.16,-36.96,7.14,0.86,-46.3,58.73
