country,year,quarter,hpi,inflation,interest_rate,date,hpi_qoq_change,inflation_qoq_change,interest_rate_qoq_change,hpi_yoy_change,inflation_yoy_change,interest_rate_yoy_change
SI,2012,Q2,114.91,2.5666666666666664,0.25,2012-04-01,1.15,2.67,0.0,-5.73,28.33,-46.81
SI,2012,Q3,111.9,3.1333333333333333,0.03,2012-07-01,-2.62,22.08,-88.0,-5.97,104.35,-95.83
SI,2012,Q4,107.95,3.033333333333333,0.0,2012-10-01,-3.53,-3.19,-100.0,-8.83,16.67,-100.0
SI,2013,Q1,108.72,2.6333333333333333,0.0,2013-01-01,0.71,-13.19,,-4.3,5.33,-100.0
SI,2013,Q2,109.6,1.8,0.0,2013-04-01,0.81,-31.65,,-4.62,-29.87,-100.0
SI,2013,Q3,103.3,2.1999999999999997,0.0,2013-07-01,-5.75,22.22,,-7.69,-29.79,-100.0
SI,2013,Q4,103.22,1.1,0.0,2013-10-01,-0.08,-50.0,,-4.38,-63.74,
SI,2014,Q1,101.51,0.5666666666666667,0.0,2014-01-01,-1.66,-48.48,,-6.63,-78.48,
SI,2014,Q2,98.84,0.8333333333333334,-0.02,2014-04-01,-2.63,47.06,-inf,-9.82,-53.7,-inf
SI,2014,Q3,97.77,0.0666666666666666,-0.12,2014-07-01,-1.08,-92.0,500.0,-5.35,-96.97,-inf
SI,2014,Q4,98.69,-0.0333333333333333,-0.2,2014-10-01,0.94,-150.0,66.67,-4.39,-103.03,-inf
SI,2015,Q1,100.11,-0.5333333333333333,-0.2,2015-01-01,1.44,1500.0,0.0,-1.38,-194.12,-inf
SI,2015,Q2,102.38,-0.8666666666666667,-0.2,2015-04-01,2.27,62.5,0.0,3.58,-204.0,900.0
SI,2015,Q3,98.77,-0.7666666666666666,-0.2,2015-07-01,-3.53,-11.54,0.0,1.02,-1250.0,66.67
SI,2015,Q4,98.74,-0.8666666666666667,-0.23,2015-10-01,-0.03,13.04,15.0,0.05,2500.0,15.0
SI,2016,Q1,100.94,-0.8666666666666667,-0.32,2016-01-01,2.23,0.0,39.13,0.83,62.5,60.0
SI,2016,Q2,102.84,-0.3999999999999999,-0.4,2016-04-01,1.88,-53.85,25.0,0.45,-53.85,100.0
SI,2016,Q3,103.69,-0.0333333333333333,-0.4,2016-07-01,0.83,-91.67,0.0,4.98,-95.65,100.0
SI,2016,Q4,105.54,0.6666666666666666,-0.4,2016-10-01,1.78,-2100.0,0.0,6.89,-176.92,73.91
SI,2017,Q1,107.68,2.0,-0.4,2017-01-01,2.03,200.0,0.0,6.68,-330.77,25.0
SI,2017,Q2,111.33,1.3666666666666665,-0.4,2017-04-01,3.39,-31.67,0.0,8.26,-441.67,0.0
SI,2017,Q3,112.17,1.3333333333333333,-0.4,2017-07-01,0.75,-2.44,0.0,8.18,-4100.0,0.0
SI,2017,Q4,115.96,1.5333333333333332,-0.4,2017-10-01,3.38,15.0,0.0,9.87,130.0,0.0
SI,2018,Q1,118.04,1.5333333333333332,-0.4,2018-01-01,1.79,0.0,0.0,9.62,-23.33,0.0
SI,2018,Q2,119.93,2.1333333333333333,-0.4,2018-04-01,1.6,39.13,0.0,7.72,56.1,0.0
SI,2018,Q3,122.67,2.1,-0.4,2018-07-01,2.28,-1.56,0.0,9.36,57.5,0.0
SI,2018,Q4,125.55,1.9333333333333331,-0.4,2018-10-01,2.35,-7.94,0.0,8.27,26.09,0.0
SI,2019,Q1,126.98,1.3666666666666665,-0.4,2019-01-01,1.14,-29.31,0.0,7.57,-10.87,0.0
SI,2019,Q2,128.83,1.7666666666666666,-0.4,2019-04-01,1.46,29.27,0.0,7.42,-17.19,0.0
SI,2019,Q3,131.33,2.033333333333333,-0.41,2019-07-01,1.94,15.09,2.5,7.06,-3.17,2.5
SI,2019,Q4,131.62,1.6333333333333335,-0.5,2019-10-01,0.22,-19.67,21.95,4.83,-15.52,25.0
SI,2020,Q1,132.99,1.6666666666666667,-0.5,2020-01-01,1.04,2.04,0.0,4.73,21.95,25.0
SI,2020,Q2,135.56,-1.1666666666666667,-0.5,2020-04-01,1.93,-170.0,0.0,5.22,-166.04,25.0
SI,2020,Q3,135.65,-0.5666666666666667,-0.5,2020-07-01,0.07,-51.43,0.0,3.29,-127.87,21.95
SI,2020,Q4,138.43,-0.9333333333333332,-0.5,2020-10-01,2.05,64.71,0.0,5.17,-157.14,0.0
SI,2021,Q1,142.65,-0.6333333333333333,-0.5,2021-01-01,3.05,-32.14,0.0,7.26,-138.0,0.0
SI,2021,Q2,149.21,2.0333333333333337,-0.5,2021-04-01,4.6,-421.05,0.0,10.07,-274.29,0.0
SI,2021,Q3,153.15,2.266666666666667,-0.5,2021-07-01,2.64,11.48,0.0,12.9,-500.0,0.0
SI,2021,Q4,160.26,4.5,-0.5,2021-10-01,4.64,98.53,0.0,15.77,-582.14,0.0
SI,2022,Q1,166.93,6.333333333333333,-0.5,2022-01-01,4.16,40.74,0.0,17.02,-1100.0,0.0
SI,2022,Q2,172.43,8.966666666666667,-0.5,2022-04-01,3.29,41.58,0.0,15.56,340.98,0.0
SI,2022,Q3,176.4,11.266666666666666,0.0,2022-07-01,2.3,25.65,-100.0,15.18,397.06,-100.0
SI,2022,Q4,178.83,10.633333333333336,1.3,2022-10-01,1.38,-5.62,inf,11.59,136.3,-360.0
SI,2023,Q1,181.96,9.9,2.34,2023-01-01,1.75,-6.9,80.0,9.0,56.32,-568.0
SI,2023,Q2,185.39,7.966666666666666,3.17,2023-04-01,1.89,-19.53,35.47,7.52,-11.15,-734.0
SI,2023,Q3,186.33,6.3,3.69,2023-07-01,0.51,-20.92,16.4,5.63,-44.08,inf
SI,2023,Q4,191.19,4.966666666666666,4.0,2023-10-01,2.61,-21.16,8.4,6.91,-53.29,207.69
SI,2024,Q1,195.44,3.4,4.0,2024-01-01,2.22,-31.54,0.0,7.41,-65.66,70.94
SI,2024,Q2,198.33,2.3666666666666667,3.95,2024-04-01,1.48,-30.39,-1.25,6.98,-70.29,24.61
SI,2024,Q3,201.54,1.0666666666666669,3.71,2024-07-01,1.62,-54.93,-6.08,8.16,-83.07,0.54
SI,2024,Q4,205.71,1.2,3.27,2024-10-01,2.07,12.5,-11.86,7.59,-75.84,-18.25
SI,2025,Q1,201.66,2.1333333333333333,2.79,2025-01-01,-1.97,77.78,-14.68,3.18,-37.25,-30.25
SI,2025,Q2,209.31,2.233333333333333,2.26,2025-04-01,3.79,4.69,-19.0,5.54,-5.63,-42.78
SI,2025,Q3,207.03,2.8666666666666667,2.0,2025-07-01,-1.09,28.36,-11.5,2.72,168.75,-46.09
SK,2006,Q1,71.76,4.233333333333333,1.32,2006-01-01,,,,,,
SK,2006,Q2,74.64,4.566666666666666,1.54,2006-04-01,4.01,7.87,16.67,,,
SK,2006,Q3,76.58,4.833333333333333,1.89,2006-07-01,2.6,5.84,22.73,,,
SK,2006,Q4,80.96,3.466666666666667,2.27,2006-10-01,5.72,-28.28,20.11,,,
SK,2007,Q1,87.45,2.066666666666667,2.55,2007-01-01,8.02,-40.38,12.33,21.86,-51.18,93.18
SK,2007,Q2,93.62,1.6666666666666667,2.8,2007-04-01,7.06,-19.35,9.8,25.43,-63.5,81.82
SK,2007,Q3,101.56,1.3666666666666665,3.0,2007-07-01,8.48,-18.0,7.14,32.62,-71.72,58.73
SK,2007,Q4,109.38,2.4,3.0,2007-10-01,7.7,75.61,0.0,35.1,-30.77,32.16
SK,2008,Q1,116.6,3.4,3.0,2008-01-01,6.6,41.67,0.0,33.33,64.52,17.65
SK,2008,Q2,120.39,3.966666666666667,3.0,2008-04-01,3.25,16.67,0.0,28.59,138.0,7.14
SK,2008,Q3,114.77,4.5,3.23,2008-07-01,-4.67,13.45,7.67,13.01,229.27,7.67
SK,2008,Q4,110.44,3.8666666666666663,2.79,2008-10-01,-3.77,-14.07,-13.62,0.97,61.11,-7.0
SK,2009,Q1,103.39,2.3000000000000003,1.11,2009-01-01,-6.38,-40.52,-60.22,-11.33,-32.35,-63.0
SK,2009,Q2,98.59,1.0666666666666669,0.27,2009-04-01,-4.64,-53.62,-75.68,-18.11,-73.11,-91.0
SK,2009,Q3,103.19,0.3666666666666667,0.25,2009-07-01,4.67,-65.62,-7.41,-10.09,-91.85,-92.26
SK,2009,Q4,98.09,-0.0333333333333333,0.25,2009-10-01,-4.94,-109.09,0.0,-11.18,-100.86,-91.04
SK,2010,Q1,97.83,-0.0333333333333333,0.25,2010-01-01,-0.27,0.0,0.0,-5.38,-101.45,-77.48
SK,2010,Q2,97.23,0.6999999999999998,0.25,2010-04-01,-0.61,-2200.0,0.0,-1.38,-34.38,-7.41
SK,2010,Q3,96.53,1.0666666666666669,0.25,2010-07-01,-0.72,52.38,0.0,-6.45,190.91,0.0
SK,2010,Q4,96.63,1.1,0.25,2010-10-01,0.1,3.12,0.0,-1.49,-3400.0,0.0
SK,2011,Q1,96.78,3.5,0.25,2011-01-01,0.16,218.18,0.0,-1.07,-10600.0,0.0
SK,2011,Q2,95.35,4.066666666666666,0.47,2011-04-01,-1.48,16.19,88.0,-1.93,480.95,88.0
SK,2011,Q3,95.84,4.1000000000000005,0.72,2011-07-01,0.51,0.82,53.19,-0.71,284.37,188.0
SK,2011,Q4,94.42,4.666666666666667,0.56,2011-10-01,-1.48,13.82,-22.22,-2.29,324.24,124.0
SK,2012,Q1,93.74,3.966666666666667,0.25,2012-01-01,-0.72,-15.0,-55.36,-3.14,13.33,0.0
SK,2012,Q2,92.89,3.6,0.25,2012-04-01,-0.91,-9.24,0.0,-2.58,-11.48,-46.81
SK,2012,Q3,93.51,3.7999999999999994,0.03,2012-07-01,0.67,5.56,-88.0,-2.43,-7.32,-95.83
SK,2012,Q4,91.63,3.6,0.0,2012-10-01,-2.01,-5.26,-100.0,-2.95,-22.86,-100.0
SK,2013,Q1,93.72,2.233333333333333,0.0,2013-01-01,2.28,-37.96,,-0.02,-43.7,-100.0
SK,2013,Q2,93.93,1.7333333333333334,0.0,2013-04-01,0.22,-22.39,,1.12,-51.85,-100.0
SK,2013,Q3,93.58,1.3666666666666665,0.0,2013-07-01,-0.37,-21.15,,0.07,-64.04,-100.0
SK,2013,Q4,93.52,0.5333333333333333,0.0,2013-10-01,-0.06,-60.98,,2.06,-85.19,
SK,2014,Q1,93.4,-0.1,0.0,2014-01-01,-0.13,-118.75,,-0.34,-104.48,
SK,2014,Q2,94.91,-0.1,-0.02,2014-04-01,1.62,0.0,-inf,1.04,-105.77,-inf
SK,2014,Q3,94.81,-0.1333333333333333,-0.12,2014-07-01,-0.11,33.33,500.0,1.31,-109.76,-inf
SK,2014,Q4,96.7,-0.0333333333333333,-0.2,2014-10-01,1.99,-75.0,66.67,3.4,-106.25,-inf
SK,2015,Q1,98.26,-0.5,-0.2,2015-01-01,1.61,1400.0,0.0,5.2,400.0,-inf
SK,2015,Q2,100.16,-0.1,-0.2,2015-04-01,1.93,-80.0,0.0,5.53,0.0,900.0
SK,2015,Q3,100.23,-0.3,-0.2,2015-07-01,0.07,200.0,0.0,5.72,125.0,66.67
SK,2015,Q4,101.34,-0.4666666666666666,-0.23,2015-10-01,1.11,55.56,15.0,4.8,1300.0,15.0
SK,2016,Q1,103.15,-0.4666666666666666,-0.32,2016-01-01,1.79,0.0,39.13,4.98,-6.67,60.0
SK,2016,Q2,106.06,-0.6,-0.4,2016-04-01,2.82,28.57,25.0,5.89,500.0,100.0
SK,2016,Q3,107.73,-0.7333333333333334,-0.4,2016-07-01,1.57,22.22,0.0,7.48,144.44,100.0
SK,2016,Q4,109.72,-0.0999999999999999,-0.4,2016-10-01,1.85,-86.36,0.0,8.27,-78.57,73.91
SK,2017,Q1,106.88,1.0,-0.4,2017-01-01,-2.59,-1100.0,0.0,3.62,-314.29,25.0
SK,2017,Q2,113.01,0.9666666666666668,-0.4,2017-04-01,5.74,-3.33,0.0,6.55,-261.11,0.0
SK,2017,Q3,115.6,1.6333333333333335,-0.4,2017-07-01,2.29,68.97,0.0,7.31,-322.73,0.0
SK,2017,Q4,116.16,1.9666666666666668,-0.4,2017-10-01,0.48,20.41,0.0,5.87,-2066.67,0.0
SK,2018,Q1,119.56,2.4333333333333336,-0.4,2018-01-01,2.93,23.73,0.0,11.86,143.33,0.0
SK,2018,Q2,120.98,2.8666666666666667,-0.4,2018-04-01,1.19,17.81,0.0,7.05,196.55,0.0
SK,2018,Q3,120.68,2.733333333333333,-0.4,2018-07-01,-0.25,-4.65,0.0,4.39,67.35,0.0
SK,2018,Q4,124.06,2.1333333333333333,-0.4,2018-10-01,2.8,-21.95,0.0,6.8,8.47,0.0
SK,2019,Q1,126.39,2.4,-0.4,2019-01-01,1.88,12.5,0.0,5.71,-1.37,0.0
SK,2019,Q2,131.03,2.6,-0.4,2019-04-01,3.67,8.33,0.0,8.31,-9.3,0.0
SK,2019,Q3,134.6,3.0,-0.41,2019-07-01,2.72,15.38,2.5,11.53,9.76,2.5
SK,2019,Q4,137.58,3.1,-0.5,2019-10-01,2.21,3.33,21.95,10.9,45.31,25.0
SK,2020,Q1,142.98,2.9,-0.5,2020-01-01,3.92,-6.45,0.0,13.13,20.83,25.0
SK,2020,Q2,143.75,2.0,-0.5,2020-04-01,0.54,-31.03,0.0,9.71,-23.08,25.0
SK,2020,Q3,145.89,1.5333333333333332,-0.5,2020-07-01,1.49,-23.33,0.0,8.39,-48.89,21.95
SK,2020,Q4,147.47,1.6000000000000003,-0.5,2020-10-01,1.08,4.35,0.0,7.19,-48.39,0.0
SK,2021,Q1,145.74,1.0333333333333334,-0.5,2021-01-01,-1.17,-35.42,0.0,1.93,-64.37,0.0
SK,2021,Q2,150.53,2.066666666666667,-0.5,2021-04-01,3.29,100.0,0.0,4.72,3.33,0.0
SK,2021,Q3,157.59,3.4,-0.5,2021-07-01,4.69,64.52,0.0,8.02,121.74,0.0
SK,2021,Q4,163.21,4.766666666666667,-0.5,2021-10-01,3.57,40.2,0.0,10.67,197.92,0.0
SK,2022,Q1,166.42,8.533333333333333,-0.5,2022-01-01,1.97,79.02,0.0,14.19,725.81,0.0
SK,2022,Q2,175.57,11.766666666666666,-0.5,2022-04-01,5.5,37.89,0.0,16.63,469.35,0.0
SK,2022,Q3,180.57,13.266666666666666,0.0,2022-07-01,2.85,12.75,-100.0,14.58,290.2,-100.0
SK,2022,Q4,179.07,14.866666666666667,1.3,2022-10-01,-0.83,12.06,inf,9.72,211.89,-360.0
SK,2023,Q1,178.82,15.1,2.34,2023-01-01,-0.14,1.57,80.0,7.45,76.95,-568.0
SK,2023,Q2,171.75,12.533333333333331,3.17,2023-04-01,-3.95,-17.0,35.47,-2.18,6.52,-734.0
SK,2023,Q3,173.2,9.633333333333333,3.69,2023-07-01,0.84,-23.14,16.4,-4.08,-27.39,inf
SK,2023,Q4,176.56,7.1000000000000005,4.0,2023-10-01,1.94,-26.3,8.4,-1.4,-52.24,207.69
SK,2024,Q1,173.51,3.6333333333333337,4.0,2024-01-01,-1.73,-48.83,0.0,-2.97,-75.94,70.94
SK,2024,Q2,178.7,2.466666666666667,3.95,2024-04-01,2.99,-32.11,-1.25,4.05,-80.32,24.61
SK,2024,Q3,183.88,3.033333333333333,3.71,2024-07-01,2.9,22.97,-6.08,6.17,-68.51,0.54
SK,2024,Q4,190.58,3.4333333333333336,3.27,2024-10-01,3.64,13.19,-11.86,7.94,-51.64,-18.25
SK,2025,Q1,194.6,4.166666666666667,2.79,2025-01-01,2.11,21.36,-14.68,12.15,14.68,-30.25
SK,2025,Q2,198.85,4.266666666666667,2.26,2025-04-01,2.18,2.4,-19.0,11.28,72.97,-42.78
SK,2025,Q3,208.52,4.533333333333333,2.0,2025-07-01,4.86,6.25,-11.5,13.4,49.45,-46.09
